Resource Type,Region,Identifier,Nukable
iam-role,global,andrew-kinetic-backend-CustomS3AutoDeleteObjectsCus-wOPjRZN5RNos,-
iam-role,global,andrew-kinetic-backend-FunctionServiceRole675BB04A-FawflQLWGvWh,-
iam-role,global,andrew-kinetic-backend-NotificationNotifyemailServi-TsVBMRY4ZNag,-
iam-role,global,andrew-kinetic-database-CustomResourceHandlerServic-9zbEXeV8A1RA,-
iam-role,global,andrew-kinetic-database-migratorServiceRoleEAEA65FC-yQBWGARwbm5u,-
iam-role,global,andrew-kinetic-dns-CustomResourceHandlerServiceRole-m7H8M5Zya36G,-
iam-role,global,andrew-kinetic-docusignco-CustomResourceHandlerServ-NDUgurvJ983B,-
iam-role,global,andrew-kinetic-docusignco-docuconnectLambdaPOSTprox-DwqCDQ4VY7gM,-
iam-role,global,andrew-kinetic-export-concatFilesFnServiceRole1DD4A-dWLjYnNw6lzF,-
iam-role,global,andrew-kinetic-export-CustomResourceHandlerServiceR-AhiBk86lxWHQ,-
iam-role,global,andrew-kinetic-export-ExportEmployeeActivityFnServi-UOjReq1AA7Sl,-
iam-role,global,andrew-kinetic-export-ExportEmployeeActivityStateMa-aEBKkWLBizHb,-
iam-role,global,andrew-kinetic-export-ExportEmployeeDailyActivityFn-rFO5tx6TYd29,-
iam-role,global,andrew-kinetic-export-ExportEmployeeDailyActivitySt-dBjAcAXXbVBh,-
iam-role,global,andrew-kinetic-locationap-CustomResourceHandlerServ-ELbXgtnizroe,-
iam-role,global,andrew-kinetic-locationap-LambdaGETlocationfirmware-ry1KhUoTGSJT,-
iam-role,global,andrew-kinetic-locationap-LambdaPOSTlocationfirmwar-5aoU4A89jlY6,-
iam-role,global,andrew-kinetic-redshiftex-BucketNotificationsHandle-DVOA4pBzxYVI,-
iam-role,global,andrew-kinetic-redshiftex-CustomResourceHandlerServ-0u4dad6pavkv,-
iam-role,global,andrew-kinetic-redshiftex-CustomS3AutoDeleteObjects-9gwwwgo3ofA4,-
iam-role,global,andrew-kinetic-redshiftex-NotificationRedshiftExpor-wAjx7sSS2FMY,-
iam-role,global,andrew-kinetic-redshiftex-RedshiftExportRoleF03E549-GB73VTV4oGn7,-
iam-role,global,andrew-kinetic-render-CustomResourceHandlerServiceR-1Hjikm761q4u,-
iam-role,global,andrew-kinetic-render-CustomS3AutoDeleteObjectsCust-eqapOrOCk9rk,-
iam-role,global,andrew-kinetic-render-renderServiceRole54DFF9F5-8pNp7UG3PiWj,-
iam-role,global,andrew-kinetic-reports-CustomResourceHandlerService-m6Zd4p6CTYhO,-
iam-role,global,andrew-kinetic-reports-individualFinishServiceRole8-lE5gCYiBR5Rk,-
iam-role,global,andrew-kinetic-reports-individualPrintServiceRoleB1-vYRfAf3fEfa4,-
iam-role,global,andrew-kinetic-reports-reportindividualprintsfnRole-iayJShPJJ2L7,-
iam-role,global,andrew-kinetic-secrets-CustomResourceHandlerService-TmiQ3pwRr3y5,-
iam-role,global,andrew-kinetic-servicedb-CustomResourceHandlerServi-RBzlfb6t3PA5,-
iam-role,global,andrew-kinetic-trpc-CustomResourceHandlerServiceRol-hQ0wI28z5vG0,-
iam-role,global,andrew-kinetic-trpc-trpcLambdaGETproxyServiceRole33-UvEullgcOkku,-
iam-role,global,andrew-kinetic-trpc-trpcLambdaPOSTproxyServiceRoleE-G2IM9CR3lUXf,-
iam-role,global,andrew-kinetic-vpc-CustomResourceHandlerServiceRole-7wrg8GI2Mmt3,-
iam-role,global,andrew-kinetic-web-CustomResourceHandlerServiceRole-jzQXZTtSMGRy,-
iam-role,global,api-gateway-cloudwatch-logs,-
iam-role,global,au-eks-fargate,-
iam-role,global,au-firehose,-
iam-role,global,au-iot-issue-credentials,-
iam-role,global,au-main20200714162415123600000001,-
iam-role,global,au-main20200714163512880200000009,-
iam-role,global,au-sqs-publish-thing-shadow,-
iam-role,global,aviatrix-role-app,-
iam-role,global,aviatrix-role-ec2,-
iam-role,global,aws-elasticbeanstalk-ec2-role,-
iam-role,global,aws-elasticbeanstalk-service-role,-
iam-role,global,aws-iot-core-cloudwatch-logging,-
iam-role,global,AWS-QuickSetup-StackSet-Local-AdministrationRole,-
iam-role,global,AWS-QuickSetup-StackSet-Local-ExecutionRole,-
iam-role,global,AWSBatchServiceRole,-
iam-role,global,AWSGlueDataBrewServiceRole-ETL,-
iam-role,global,AWSGlueServiceRole-S3,-
iam-role,global,AWSGlueServiceRole-telemetry-dynamo,-
iam-role,global,AWSIotFleetHub_48MO1Mnz,-
iam-role,global,AWSIotFleetHub_A5RzoYpV,-
iam-role,global,AWSIotFleetHub_dnvJ4qxs,-
iam-role,global,AWSIotFleetHub_MMpnCZll,-
iam-role,global,AWSIotFleetHub_RppheNPY,-
iam-role,global,AWSIotFleetHub_WC-zuMBL,-
iam-role,global,AWSServiceRoleForAccessAnalyzer,-
iam-role,global,AWSServiceRoleForAmazonEKS,-
iam-role,global,AWSServiceRoleForAmazonEKSForFargate,-
iam-role,global,AWSServiceRoleForAmazonElasticsearchService,-
iam-role,global,AWSServiceRoleForAmazonSSM,-
iam-role,global,AWSServiceRoleForAPIGateway,-
iam-role,global,AWSServiceRoleForAutoScaling,-
iam-role,global,AWSServiceRoleForAWSLicenseManagerRole,-
iam-role,global,AWSServiceRoleForCloudFrontLogger,-
iam-role,global,AWSServiceRoleForCloudWatchEvents,-
iam-role,global,AWSServiceRoleForECS,-
iam-role,global,AWSServiceRoleForElastiCache,-
iam-role,global,AWSServiceRoleForElasticBeanstalk,-
iam-role,global,AWSServiceRoleForElasticLoadBalancing,-
iam-role,global,AWSServiceRoleForEMRCleanup,-
iam-role,global,AWSServiceRoleForGlobalAccelerator,-
iam-role,global,AWSServiceRoleForMarketplaceLicenseManagement,-
iam-role,global,AWSServiceRoleForOrganizations,-
iam-role,global,AWSServiceRoleForRDS,-
iam-role,global,AWSServiceRoleForRedshift,-
iam-role,global,AWSServiceRoleForSchemas,-
iam-role,global,AWSServiceRoleForSecurityHub,-
iam-role,global,AWSServiceRoleForServiceQuotas,-
iam-role,global,AWSServiceRoleForSSO,-
iam-role,global,AWSServiceRoleForSupport,-
iam-role,global,AWSServiceRoleForTrustedAdvisor,-
iam-role,global,bastions.stage.us-east-1.wearkinetic.com,-
iam-role,global,cdk-hnb659fds-cfn-exec-role-695020642224-us-east-1,-
iam-role,global,cdk-hnb659fds-cfn-exec-role-695020642224-us-east-2,-
iam-role,global,cdk-hnb659fds-deploy-role-695020642224-us-east-1,-
iam-role,global,cdk-hnb659fds-deploy-role-695020642224-us-east-2,-
iam-role,global,cdk-hnb659fds-file-publishing-role-695020642224-us-east-1,-
iam-role,global,cdk-hnb659fds-file-publishing-role-695020642224-us-east-2,-
iam-role,global,cdk-hnb659fds-image-publishing-role-695020642224-us-east-1,-
iam-role,global,cdk-hnb659fds-image-publishing-role-695020642224-us-east-2,-
iam-role,global,cdk-hnb659fds-lookup-role-695020642224-us-east-1,-
iam-role,global,cdk-hnb659fds-lookup-role-695020642224-us-east-2,-
iam-role,global,CloudTrailRoleForCloudWatchLogs_management-events,-
iam-role,global,cluster-autoscaler.stage.us-east-1.wearkinetic.com,-
iam-role,global,cuda-instance,-
iam-role,global,dataapi-addsteps-kinetic--BucketNotificationsHandle-faEURziaVOjy,-
iam-role,global,dataapi-addsteps-kinetic--CustomResourceHandlerServ-8MI4J8hKb2IF,-
iam-role,global,dataapi-addsteps-kinetic--CustomResourceHandlerServ-GAsJ9DYyf7dy,-
iam-role,global,dataapi-addsteps-kinetic--CustomResourceHandlerServ-SOL9E2buHWl7,-
iam-role,global,dataapi-addsteps-kinetic--CustomResourceHandlerServ-tPFOuw4LLHn5,-
iam-role,global,dataapi-addsteps-kinetic--CustomResourceHandlerServ-ttEjWMmirWv2,-
iam-role,global,dataapi-addsteps-kinetic--CustomS3AutoDeleteObjects-o7a3NHKczH9y,-
iam-role,global,dataapi-addsteps-kinetic--CustomS3AutoDeleteObjects-p9Jr5IEfTJ1X,-
iam-role,global,dataapi-addsteps-kinetic--individualFinishServiceRo-ENbkuP8WU7hr,-
iam-role,global,dataapi-addsteps-kinetic--individualPrintServiceRol-CEl5XUqXSu7p,-
iam-role,global,dataapi-addsteps-kinetic--LambdaGETlocationfirmware-r4n9BsJAk2w0,-
iam-role,global,dataapi-addsteps-kinetic--LambdaPOSTlocationfirmwar-4LELA23cjR3Z,-
iam-role,global,dataapi-addsteps-kinetic--NotificationRedshiftExpor-sBUQkMENscf7,-
iam-role,global,dataapi-addsteps-kinetic--RedshiftExportRoleF03E549-145g7gZ890so,-
iam-role,global,dataapi-addsteps-kinetic--renderServiceRole54DFF9F5-dUhKGCFoPdMh,-
iam-role,global,dataapi-addsteps-kinetic--reportindividualprintsfnR-1aW1lFl0iC85,-
iam-role,global,datadog-integration-role,-
iam-role,global,DataPipelineDefaultResourceRole,-
iam-role,global,DataPipelineDefaultRole,-
iam-role,global,datascience_intern,-
iam-role,global,default-kinetic-stack-BackendServiceRole02B059A1-GYXUX9FYZ588,-
iam-role,global,derekshi-kinetic-admin-CustomResourceHandlerService-Awm7ktnzyjZO,-
iam-role,global,derekshi-kinetic-aggrcsvs-aggrEmployeeDailyActivity-LIYx58Pq51jF,-
iam-role,global,derekshi-kinetic-aggrcsvs-CustomResourceHandlerServ-x9JtYhbNPLz2,-
iam-role,global,derekshi-kinetic-aggrcsvs-getWorkersForActivityCsvS-ScsCdABYepoG,-
iam-role,global,derekshi-kinetic-aggrcsvs-setAggrEmployeeDailyActiv-qXJFTm7kKxNO,-
iam-role,global,derekshi-kinetic-artw-BucketNotificationsHandler050-wsMW17jiOBnX,-
iam-role,global,derekshi-kinetic-artw-CustomResourceHandlerServiceR-5T9YSORrbavt,-
iam-role,global,derekshi-kinetic-artw-CustomS3AutoDeleteObjectsCust-zosbtrTu7Z5F,-
iam-role,global,derekshi-kinetic-artw-restrictionUploadedHandlerSer-FlPX1tLVNCpm,-
iam-role,global,derekshi-kinetic-audit-AuditLogStreamEventsRoleC9C9-HgMYXra8L5uE,-
iam-role,global,derekshi-kinetic-audit-AuditRole88E97C2A-gyS6XZLTyQnG,-
iam-role,global,derekshi-kinetic-audit-CustomResourceHandlerService-FlAu0Erxv8Gk,-
iam-role,global,derekshi-kinetic-audit-CustomS3AutoDeleteObjectsCus-qvNVvLDxNHvm,-
iam-role,global,derekshi-kinetic-auth-CustomResourceHandlerServiceR-SNtx1U8QZBki,-
iam-role,global,derekshi-kinetic-backend-ApiV1ApiCloudWatchRole8DCC-Ov0oeHSe0Nfy,-
iam-role,global,derekshi-kinetic-backend-BucketNotificationsHandler-ME75cPXIp58W,-
iam-role,global,derekshi-kinetic-backend-CustomResourceHandlerServi-tFC5ibrbsNbs,-
iam-role,global,derekshi-kinetic-backend-CustomS3AutoDeleteObjectsC-DX24Ihq911AX,-
iam-role,global,derekshi-kinetic-backend-FunctionServiceRole675BB04-00EoQU5HsPrt,-
iam-role,global,derekshi-kinetic-backend-NotificationNotifyemailSer-jpUEMBznzFzN,-
iam-role,global,derekshi-kinetic-cron-aggrEmployeeWwtJobaggrEmploye-0wc6xg7JL9vG,-
iam-role,global,derekshi-kinetic-cron-aggrLocation0wwtJobaggrLocati-NSIjSS5VeDGK,-
iam-role,global,derekshi-kinetic-cron-aggrLocationWwtJobaggrLocatio-Cdw8uXzsPdOr,-
iam-role,global,derekshi-kinetic-cron-aggrWorkerLastActiveJobaggrWo-ZqkvGO379Pnj,-
iam-role,global,derekshi-kinetic-cron-cleanupGoalTableJobcleanupGoa-jnJjzipIjYl4,-
iam-role,global,derekshi-kinetic-cron-CustomResourceHandlerServiceR-b48virS6JCfW,-
iam-role,global,derekshi-kinetic-cron-firmwareUpgradeCronJobfirmwar-8copIUjYjLFd,-
iam-role,global,derekshi-kinetic-cron-iotSyncCronJobiotSyncCronServ-kmmYRcrul4N3,-
iam-role,global,derekshi-kinetic-cron-wornDevicesRankingJobwornDevi-OtVYE1D6tYdy,-
iam-role,global,derekshi-kinetic-data-CustomResourceHandlerServiceR-MOarkN10bCwk,-
iam-role,global,derekshi-kinetic-data-dataapiapiLambdaPOSTproxyServ-82weNE867GvK,-
iam-role,global,derekshi-kinetic-data-dataapiMetricsActivityLoadSfn-v4vmC4K11UuT,-
iam-role,global,derekshi-kinetic-data-MetricsActivityLoadFn2Service-TS1jSEz18LoS,-
iam-role,global,derekshi-kinetic-data-MetricsActivityLoadFnServiceR-fF4f0c5LwXIO,-
iam-role,global,derekshi-kinetic-data-MetricsActivityLoadStateMachi-jD2IVKvcINry,-
iam-role,global,derekshi-kinetic-database-CustomResourceHandlerServ-r1rta5m4p8ul,-
iam-role,global,derekshi-kinetic-database-migratorServiceRoleEAEA65-5ja08IA6BCJN,-
iam-role,global,derekshi-kinetic-dns-CustomResourceHandlerServiceRo-FSB4LySkA6pb,-
iam-role,global,derekshi-kinetic-DNS-CustomResourceHandlerServiceRo-YfuVqYMIkXaM,-
iam-role,global,derekshi-kinetic-docusign-CustomResourceHandlerServ-OTWYMVE9Ahty,-
iam-role,global,derekshi-kinetic-docusign-docuconnectLambdaPOSTprox-iRo33kUpNuyq,-
iam-role,global,derekshi-kinetic-export-concatFilesFnServiceRole1DD-4XMHnja0I5To,-
iam-role,global,derekshi-kinetic-export-CustomResourceHandlerServic-z1lUU1gTKNax,-
iam-role,global,derekshi-kinetic-export-ExportEmployeeActivityFnSer-KU3o1wka9kk6,-
iam-role,global,derekshi-kinetic-export-ExportEmployeeActivityState-fyKnvK5APGZt,-
iam-role,global,derekshi-kinetic-export-ExportEmployeeDailyActivity-5LXQT3PXLvCF,-
iam-role,global,derekshi-kinetic-export-ExportEmployeeDailyActivity-DR6ncIrfwHFi,-
iam-role,global,derekshi-kinetic-glueconn-CustomResourceHandlerServ-S82t8op1siKP,-
iam-role,global,derekshi-kinetic-iot-CustomResourceHandlerServiceRo-l3FoCvOFFYbB,-
iam-role,global,derekshi-kinetic-location-CustomResourceHandlerServ-84y44a4UziWw,-
iam-role,global,derekshi-kinetic-location-LambdaGETlocationfirmware-GB0iJtUHkftP,-
iam-role,global,derekshi-kinetic-location-LambdaPOSTlocationfirmwar-ocTz2bygFHQE,-
iam-role,global,derekshi-kinetic-monitor-CustomResourceHandlerServi-B5Sl0NZvKdxx,-
iam-role,global,derekshi-kinetic-mtdevice-CustomResourceHandlerServ-3znRXmjAvnKn,-
iam-role,global,derekshi-kinetic-mtdevice-MTAddTargetsToJobServiceR-ww1q8I0u0Cf2,-
iam-role,global,derekshi-kinetic-mtdevice-MTAddThingsToGroupService-hl5OZHA7Xyo6,-
iam-role,global,derekshi-kinetic-mtdevice-MTAddToFWUpgradeServiceRo-VmKXrZuME2tB,-
iam-role,global,derekshi-kinetic-mtdevice-MTCancelUpgradeJobService-gLjMajsF7nEP,-
iam-role,global,derekshi-kinetic-mtdevice-MTCreateFWUpgradeServiceR-WDP9vg1TBdPI,-
iam-role,global,derekshi-kinetic-mtdevice-MTCreateIoTJobServiceRole-9BChdtMASECt,-
iam-role,global,derekshi-kinetic-mtdevice-MTCreateThingGroupService-eDOXiXFchlHi,-
iam-role,global,derekshi-kinetic-mtdevice-MTGetBinReportForLocation-keyzawpYlXIP,-
iam-role,global,derekshi-kinetic-mtdevice-MTGetIotJobInfoServiceRol-SwMkMqY9ltRh,-
iam-role,global,derekshi-kinetic-mtdevice-MTGetIoTJobsServiceRoleA2-Z6bpuEfeqoby,-
iam-role,global,derekshi-kinetic-mtdevice-MTGetLocationsAndBinnedFW-YZ2F4j9aSlNc,-
iam-role,global,derekshi-kinetic-mtdevice-MTGetThingGroupsServiceRo-OnH5kdEKRYL7,-
iam-role,global,derekshi-kinetic-mtdevice-MTGetThingsForGroupServic-vhmicQUP8TXu,-
iam-role,global,derekshi-kinetic-mtdevice-MTListIoTJobExesServiceRo-7Q3RDYkTbSux,-
iam-role,global,derekshi-kinetic-mtdevice-MTRemoveThingsFromGroupSe-f14gKJ1yoA9i,-
iam-role,global,derekshi-kinetic-pipeline-CustomResourceHandlerServ-awJDXFpSCnec,-
iam-role,global,derekshi-kinetic-redshift-BucketNotificationsHandle-KEQsrqqRKxDW,-
iam-role,global,derekshi-kinetic-redshift-CustomResourceHandlerServ-d77E746Nhoab,-
iam-role,global,derekshi-kinetic-redshift-CustomResourceHandlerServ-sXzukeI0Js5K,-
iam-role,global,derekshi-kinetic-redshift-CustomS3AutoDeleteObjects-b1mW6roVtJgK,-
iam-role,global,derekshi-kinetic-redshift-NotificationRedshiftExpor-GK117JjPMkxo,-
iam-role,global,derekshi-kinetic-redshift-RedshiftExportRoleF03E549-MtSSPihJ1exx,-
iam-role,global,derekshi-kinetic-redshift-RedshiftInitonUpdateFunct-0Lm8XnUQe6GM,-
iam-role,global,derekshi-kinetic-redshift-RedshiftInitScriptHandler-BV7QkOUNXfnf,-
iam-role,global,derekshi-kinetic-render-CustomResourceHandlerServic-AcKeyFuP3b2z,-
iam-role,global,derekshi-kinetic-render-CustomS3AutoDeleteObjectsCu-J0F4zwOrq6DN,-
iam-role,global,derekshi-kinetic-render-renderServiceRole54DFF9F5-jvJSHORRgX59,-
iam-role,global,derekshi-kinetic-reports-CustomResourceHandlerServi-sbuiLRUmtGm1,-
iam-role,global,derekshi-kinetic-reports-individualFinishServiceRol-06Jq1lwatdcO,-
iam-role,global,derekshi-kinetic-reports-individualPrintServiceRole-zEdhbsgPmK0z,-
iam-role,global,derekshi-kinetic-reports-reportindividualprintsfnRo-gN5si7C2iMFd,-
iam-role,global,derekshi-kinetic-retool-CustomResourceHandlerServic-oGk4yTBZIVDF,-
iam-role,global,derekshi-kinetic-reyesexp-BucketNotificationsHandle-YVfqWI1XRcMg,-
iam-role,global,derekshi-kinetic-reyesexp-CustomResourceHandlerServ-LoV0iBsXhE0P,-
iam-role,global,derekshi-kinetic-reyesexp-CustomS3AutoDeleteObjects-kT7s1CcvXDiT,-
iam-role,global,derekshi-kinetic-reyesexp-NotificationReyesExportBu-2QixipkcHaI3,-
iam-role,global,derekshi-kinetic-reyesexp-ReyesZipServiceRole01F746-fcFh5CAdo4PG,-
iam-role,global,derekshi-kinetic-reyesexpor-ReyesExportRole934A695C-qJJxPrbwr2Sy,-
iam-role,global,derekshi-kinetic-salesfor-CustomResourceHandlerServ-TJKVEBAncGHx,-
iam-role,global,derekshi-kinetic-salesfor-sfdataapiLambdaGETproxySe-53tXstIfjH8s,-
iam-role,global,derekshi-kinetic-secrets-CustomResourceHandlerServi-uvgfdqsG6nZt,-
iam-role,global,derekshi-kinetic-serviced-CustomResourceHandlerServ-BRBp26cFyL7K,-
iam-role,global,derekshi-kinetic-trpc-CustomResourceHandlerServiceR-8tTzlzS6z4OQ,-
iam-role,global,derekshi-kinetic-trpc-trpcLambdaGETproxyServiceRole-J1cbirfcO4d7,-
iam-role,global,derekshi-kinetic-trpc-trpcLambdaPOSTproxyServiceRol-FbF8CalujMLi,-
iam-role,global,derekshi-kinetic-unwornde-CustomResourceHandlerServ-lHHWOwO8Hjn3,-
iam-role,global,derekshi-kinetic-unwornde-CustomResourceHandlerServ-u0krWqCq86N6,-
iam-role,global,derekshi-kinetic-unwornde-UnwornDeviceJobServiceRol-XG1EN7NDtMfC,-
iam-role,global,derekshi-kinetic-uploader-CustomResourceHandlerServ-xOdCCV4nEXl0,-
iam-role,global,derekshi-kinetic-uploader-uploaderLambdaPOSTproxySe-wki0xYmTJonq,-
iam-role,global,derekshi-kinetic-vpc-CustomResourceHandlerServiceRo-6TpdAXozkQ9O,-
iam-role,global,derekshi-kinetic-web-CustomResourceHandlerServiceRo-YFoFogfJ4zwY,-
iam-role,global,dev-collect-stack-CustomCDKBucketDeployment8693BB6-1SZNRQ78IMGUN,-
iam-role,global,dev-iot-issue-credentials,-
iam-role,global,dev-kinetic-admin-adminCertificateCertificateReques-dMQ7U86jOi55,-
iam-role,global,dev-kinetic-admin-CustomResourceHandlerServiceRole4-25CxrkBi2gk9,-
iam-role,global,dev-kinetic-admin-CustomS3AutoDeleteObjectsCustomRe-KGRZUhYJMe47,-
iam-role,global,dev-kinetic-aggrcsvsfn-aggrEmployeeDailyActivityCsv-Q5hiQKBaDYFT,-
iam-role,global,dev-kinetic-aggrcsvsfn-CustomResourceHandlerService-pg7DWYAsjrmm,-
iam-role,global,dev-kinetic-aggrcsvsfn-getWorkersForActivityCsvServ-ORBolVO8NkcU,-
iam-role,global,dev-kinetic-aggrcsvsfn-setAggrEmployeeDailyActivity-kCZPSZW2W8cR,-
iam-role,global,dev-kinetic-artw-BucketNotificationsHandler050a0587-1GKEuhJgM9kH,-
iam-role,global,dev-kinetic-artw-CustomResourceHandlerServiceRole41-9O874oRvWaSO,-
iam-role,global,dev-kinetic-artw-CustomS3AutoDeleteObjectsCustomRes-AXSIGKFEk3oY,-
iam-role,global,dev-kinetic-artw-restrictionUploadedHandlerServiceR-wvxRBbDXNL40,-
iam-role,global,dev-kinetic-audit-AuditLogStreamEventsRoleC9C94EC7-ZUddpySS4YVA,-
iam-role,global,dev-kinetic-audit-AuditRole88E97C2A-u5lheMpyr7G6,-
iam-role,global,dev-kinetic-audit-CustomResourceHandlerServiceRole4-W53MlR3Fefec,-
iam-role,global,dev-kinetic-audit-CustomS3AutoDeleteObjectsCustomRe-uZl2FCQvWjFl,-
iam-role,global,dev-kinetic-auth-CustomResourceHandlerServiceRole4-1DACTXAR2LDRZ,-
iam-role,global,dev-kinetic-backend-ApiV1ApiCloudWatchRole8DCC853A-ZBO8YETIL1W5,-
iam-role,global,dev-kinetic-backend-bastionInstanceRole5FE40889-7ZX8LEBLW9DX,-
iam-role,global,dev-kinetic-backend-BucketNotificationsHandler050a-1COYAE1EIXDY6,-
iam-role,global,dev-kinetic-backend-CustomResourceHandlerServiceRo-1Q7JCCETW3THC,-
iam-role,global,dev-kinetic-backend-CustomS3AutoDeleteObjectsCusto-D7OTQY00WHSR,-
iam-role,global,dev-kinetic-backend-FunctionServiceRole675BB04A-NCLF5PIFA5NY,-
iam-role,global,dev-kinetic-backend-NotificationNotifyemailService-RMZ8K5IAUMET,-
iam-role,global,dev-kinetic-cron-aggrEmployeeDailyActivityCsvJobagg-WaWDM6ea1K2H,-
iam-role,global,dev-kinetic-cron-aggrEmployeeWwtJobaggrEmployeeWwtS-ZTOyGrzNV7fl,-
iam-role,global,dev-kinetic-cron-aggrLocation0wwtJobaggrLocation0ww-yfmLyu9eZDVT,-
iam-role,global,dev-kinetic-cron-aggrLocationWwtJobaggrLocationWwtS-9T2a68YkeYwX,-
iam-role,global,dev-kinetic-cron-aggrWorkerLastActiveJobaggrWorkerL-XjExpAFjua2y,-
iam-role,global,dev-kinetic-cron-cleanupGoalTableJobcleanupGoalTabl-kfatT8E0TEQu,-
iam-role,global,dev-kinetic-cron-CustomResourceHandlerServiceRole41-fDMAlRXPM1da,-
iam-role,global,dev-kinetic-cron-firmwareUpgradeCronJobfirmwareUpgr-cypei7B2JgMs,-
iam-role,global,dev-kinetic-cron-iotSyncCronJobiotSyncCronServiceRo-JcjtM1d7m2ci,-
iam-role,global,dev-kinetic-cron-wornDevicesRankingJobwornDevicesRa-GpNUU3goxAQj,-
iam-role,global,dev-kinetic-data-CustomResourceHandlerServiceRole41-1FaAJa9gqJET,-
iam-role,global,dev-kinetic-data-dataapiapiLambdaPOSTproxyServiceRo-PV8O8UodtUya,-
iam-role,global,dev-kinetic-data-dataapiMetricsActivityLoadSfnTrigg-CFE2rjkDGNzi,-
iam-role,global,dev-kinetic-data-MetricsActivityLoadFn2ServiceRoleD-WvdM628xUB9c,-
iam-role,global,dev-kinetic-data-MetricsActivityLoadFnServiceRole3B-NQGM1KehYGi7,-
iam-role,global,dev-kinetic-data-MetricsActivityLoadStateMachineRol-zpP4bCcyxbqk,-
iam-role,global,dev-kinetic-database-CustomResourceHandlerServiceRo-qa2ZUCSYXldh,-
iam-role,global,dev-kinetic-database-migrationScriptHandlerServiceR-GsVDuClrgKqU,-
iam-role,global,dev-kinetic-database-migratorServiceRoleEAEA65FC-X9LirAy9ZxHb,-
iam-role,global,dev-kinetic-dns-CustomResourceHandlerServiceRole41A-JAzTvaC2JmSq,-
iam-role,global,dev-kinetic-DNS-CustomResourceHandlerServiceRole41A-zlriM91uTc3c,-
iam-role,global,dev-kinetic-docusignconne-CustomResourceHandlerServ-mUlqNfwBASP9,-
iam-role,global,dev-kinetic-docusignconne-docuconnectLambdaPOSTprox-VCONBPlEieuY,-
iam-role,global,dev-kinetic-export-concatFilesFnServiceRole1DD4ACFA-sHs8uAOoYdVy,-
iam-role,global,dev-kinetic-export-CustomResourceHandlerServiceRole-28KCUkzPLewE,-
iam-role,global,dev-kinetic-export-ExportEmployeeActivityFnServiceR-n34wy3iFPTuG,-
iam-role,global,dev-kinetic-export-ExportEmployeeActivityStateMachi-aFMwmiyamvyv,-
iam-role,global,dev-kinetic-export-ExportEmployeeDailyActivityFnSer-UFEmWJEfazmc,-
iam-role,global,dev-kinetic-export-ExportEmployeeDailyActivityState-dGUjw1rOXRPu,-
iam-role,global,dev-kinetic-glueconnectio-CustomResourceHandlerServ-NZr4niIPbARn,-
iam-role,global,dev-kinetic-iot-CustomResourceHandlerServiceRole41A-rqoh9bJVPm4j,-
iam-role,global,dev-kinetic-locationapi-CustomResourceHandlerServi-1CTTI3Z0EX1LX,-
iam-role,global,dev-kinetic-locationapi-LambdaGETlocationfirmwares-8G89CFAE4KSQ,-
iam-role,global,dev-kinetic-locationapi-LambdaPOSTlocationfirmware-1IOZLX7MGYZ42,-
iam-role,global,dev-kinetic-monitor-CustomResourceHandlerServiceRol-jSLqOGSt8cpl,-
iam-role,global,dev-kinetic-mtdevicefunc-CustomResourceHandlerServi-mrv9zmMGgK6e,-
iam-role,global,dev-kinetic-mtdevicefunc-MTAddTargetsToJobServiceRo-VrD8zdIoHzE0,-
iam-role,global,dev-kinetic-mtdevicefunc-MTAddThingsToGroupServiceR-n82oLvIPUvto,-
iam-role,global,dev-kinetic-mtdevicefunc-MTAddToFWUpgradeServiceRol-pEYfYxzrU481,-
iam-role,global,dev-kinetic-mtdevicefunc-MTCancelUpgradeJobServiceR-ZfVTdU9rLR13,-
iam-role,global,dev-kinetic-mtdevicefunc-MTCreateFWUpgradeServiceRo-WdNLQw5nTxHB,-
iam-role,global,dev-kinetic-mtdevicefunc-MTCreateIoTJobServiceRoleD-elMtwzHGHQAS,-
iam-role,global,dev-kinetic-mtdevicefunc-MTCreateThingGroupServiceR-Ph36D3SkeVUG,-
iam-role,global,dev-kinetic-mtdevicefunc-MTGetBinReportForLocations-HzlrhcDpG7Dn,-
iam-role,global,dev-kinetic-mtdevicefunc-MTGetIotJobInfoServiceRole-G139czAeCr3X,-
iam-role,global,dev-kinetic-mtdevicefunc-MTGetIoTJobsServiceRoleA21-rgBBTDXkxfri,-
iam-role,global,dev-kinetic-mtdevicefunc-MTGetLocationsAndBinnedFWV-j66NNytbBXIS,-
iam-role,global,dev-kinetic-mtdevicefunc-MTGetThingGroupsServiceRol-f1QI1vijiVyO,-
iam-role,global,dev-kinetic-mtdevicefunc-MTGetThingsForGroupService-KbyZ0VkkT6ij,-
iam-role,global,dev-kinetic-mtdevicefunc-MTListIoTJobExesServiceRol-1IXJhCKeXqw4,-
iam-role,global,dev-kinetic-mtdevicefunc-MTRemoveThingsFromGroupSer-cRr0F8eSsPKM,-
iam-role,global,dev-kinetic-pipeline-CustomResourceHandlerServiceRo-ppPkEBYDvdn7,-
iam-role,global,dev-kinetic-redshift-CustomResourceHandlerServiceRo-DGCFQpZ0bUff,-
iam-role,global,dev-kinetic-redshift-RedshiftInitonUpdateFunctionSe-Fv34b8jhh7q3,-
iam-role,global,dev-kinetic-redshift-RedshiftInitScriptHandlerServi-UcIVbgavxwvX,-
