Resource Type,Region,Identifier,Nukable
iam-role,global,prod-kinetic-aggrcsvsfn-setAggrEmployeeDailyActivi-1GFGFFF0TRUFP,-
iam-role,global,prod-kinetic-artw-CustomResourceHandlerServiceRole4-ZfPEjMv60MWS,-
iam-role,global,prod-kinetic-audit-AuditLogStreamEventsRoleC9C94EC7-8N4PiLfOPCyt,-
iam-role,global,prod-kinetic-audit-AuditRole88E97C2A-WvSbk33saZnn,-
iam-role,global,prod-kinetic-audit-CustomResourceHandlerServiceRole-vH8vKRcHgmGQ,-
iam-role,global,prod-kinetic-auth-CustomResourceHandlerServiceRole-R6TGLNI4PQ9U,-
iam-role,global,prod-kinetic-backend-ApiV1ApiCloudWatchRole8DCC853-WRIVEHIH11JE,-
iam-role,global,prod-kinetic-backend-BucketNotificationsHandler050-1GOEBYSFJH97I,-
iam-role,global,prod-kinetic-backend-CustomResourceHandlerServiceR-164ENLVV27XYD,-
iam-role,global,prod-kinetic-backend-FunctionServiceRole675BB04A-1EO7U31N0HH1C,-
iam-role,global,prod-kinetic-backend-NotificationNotifyemailServic-EIITZL6U1VDS,-
iam-role,global,prod-kinetic-cron-aggrEmployeeDailyActivityCsvJobag-ph1M2qmlCgjm,-
iam-role,global,prod-kinetic-cron-aggrEmployeeWwtJobaggrEmployeeWwt-h5xd0ZQtTv7d,-
iam-role,global,prod-kinetic-cron-aggrLocation0wwtJobaggrLocation0w-6zksXMKdlryQ,-
iam-role,global,prod-kinetic-cron-aggrLocationWwtJobaggrLocationWwt-zcqbUmJnQWlk,-
iam-role,global,prod-kinetic-cron-aggrWorkerLastActiveJobaggrWorker-VmaKOuDq3Inf,-
iam-role,global,prod-kinetic-cron-cleanupGoalTableJobcleanupGoalTab-wUqf2ZvCt5VM,-
iam-role,global,prod-kinetic-cron-CustomResourceHandlerServiceRole-D527CKCOD017,-
iam-role,global,prod-kinetic-cron-firmwareUpgradeCronJobfirmwareUpg-J7vjLgs6MYeA,-
iam-role,global,prod-kinetic-cron-iotSyncCronJobiotSyncCronServiceR-xgGaXYfb8ehu,-
iam-role,global,prod-kinetic-cron-rsQmrAlertJobrsQmrAlertServiceRol-XMppcD1X0fvU,-
iam-role,global,prod-kinetic-cron-wornDevicesRankingJobwornDevicesR-baiz6r2NTLi7,-
iam-role,global,prod-kinetic-data-CustomResourceHandlerServiceRole-4HOLSHYDQJX8,-
iam-role,global,prod-kinetic-data-dataapiapiLambdaPOSTproxyService-R91YVU1EKKGG,-
iam-role,global,prod-kinetic-data-dataapiMetricsActivityLoadSfnTri-11K4GYQ730BZO,-
iam-role,global,prod-kinetic-data-MetricsActivityLoadFn2ServiceRole-qZcmx6L20NSj,-
iam-role,global,prod-kinetic-data-MetricsActivityLoadFnServiceRole-1SVTKT1J8C14L,-
iam-role,global,prod-kinetic-data-MetricsActivityLoadStateMachineR-YII1QV7WS5IQ,-
iam-role,global,prod-kinetic-database-CustomResourceHandlerService-18KTXQ0UGX8PY,-
iam-role,global,prod-kinetic-database-migrationScriptHandlerServic-HN0M5KEZ0XW6,-
iam-role,global,prod-kinetic-database-migratorServiceRoleEAEA65FC-1AM1EIQZEJZCT,-
iam-role,global,prod-kinetic-DNS-CustomResourceHandlerServiceRole4-RCKCEHWWU6F3,-
iam-role,global,prod-kinetic-dns-CustomResourceHandlerServiceRole41-9yzzMhwuG8CA,-
iam-role,global,prod-kinetic-docusignconn-CustomResourceHandlerServ-5ffzzomlZa9F,-
iam-role,global,prod-kinetic-docusignconn-docuconnectLambdaPOSTprox-cf5aI3gMchEJ,-
iam-role,global,prod-kinetic-export-concatFilesFnServiceRole1DD4AC-15L2MSWXLSVAH,-
iam-role,global,prod-kinetic-export-CustomResourceHandlerServiceRo-1D7F1BH1X718V,-
iam-role,global,prod-kinetic-export-ExportEmployeeActivityFnServic-1MP3VCQ9DZ6OZ,-
iam-role,global,prod-kinetic-export-ExportEmployeeActivityStateMac-1K2SG3I8Y3WY5,-
iam-role,global,prod-kinetic-export-ExportEmployeeDailyActivityFnS-1NJE8TEXNUNHT,-
iam-role,global,prod-kinetic-export-ExportEmployeeDailyActivitySta-OGJMBN0EVWCW,-
iam-role,global,prod-kinetic-glueconnecti-CustomResourceHandlerSer-CF4VYE4HU8JL,-
iam-role,global,prod-kinetic-iot-CustomResourceHandlerServiceRole4-1H8IQQQPA3MFU,-
iam-role,global,prod-kinetic-iot-FirmwareProgressQueueConsumerFirm-YGWMQMBX6AQ3,-
iam-role,global,prod-kinetic-iot-FirmwareProgressRuleTopicRuleActi-1XHE4TB5QXB7T,-
iam-role,global,prod-kinetic-iot-PresenceQueueConsumerPresenceQueu-LDWLFNLX1R9Q,-
iam-role,global,prod-kinetic-iot-PresenceRuleTopicRuleActionRoleCC-MHM5K6GRA37T,-
iam-role,global,prod-kinetic-locationapi-CustomResourceHandlerServ-1L9804QXN6LDI,-
iam-role,global,prod-kinetic-locationapi-LambdaGETlocationfirmware-17Y3VE850PGF2,-
iam-role,global,prod-kinetic-locationapi-LambdaPOSTlocationfirmwar-113ZD1L3FOVI8,-
iam-role,global,prod-kinetic-monitor-CustomResourceHandlerServiceR-1521PCZ65R6PD,-
iam-role,global,prod-kinetic-mtdevicefunc-CustomResourceHandlerSer-J0ACCMTAQ7OB,-
iam-role,global,prod-kinetic-mtdevicefunc-MTAddTargetsToJobService-13DYHK97SJEHE,-
iam-role,global,prod-kinetic-mtdevicefunc-MTAddThingsToGroupServic-U0IUG5K38JYB,-
iam-role,global,prod-kinetic-mtdevicefunc-MTAddToFWUpgradeServiceR-BIBTE24Y4EPG,-
iam-role,global,prod-kinetic-mtdevicefunc-MTCancelUpgradeJobServic-1UNZZLDAAG65P,-
iam-role,global,prod-kinetic-mtdevicefunc-MTCreateFWUpgradeService-1WD49Q1CERAYP,-
iam-role,global,prod-kinetic-mtdevicefunc-MTCreateIoTJobServiceRol-1ADEY9KKETCT7,-
iam-role,global,prod-kinetic-mtdevicefunc-MTCreateThingGroupServic-RRJ93G9XU0BS,-
iam-role,global,prod-kinetic-mtdevicefunc-MTGetBinReportForLocatio-HG1YHZ4B7FU4,-
iam-role,global,prod-kinetic-mtdevicefunc-MTGetIotJobInfoServiceRo-1I3NYRFKUC8CD,-
iam-role,global,prod-kinetic-mtdevicefunc-MTGetIoTJobsServiceRoleA-2MGT4B2UUMQK,-
iam-role,global,prod-kinetic-mtdevicefunc-MTGetLocationsAndBinnedF-PN2BOCZ5PG8T,-
iam-role,global,prod-kinetic-mtdevicefunc-MTGetThingGroupsServiceR-145FP93PTIDBE,-
iam-role,global,prod-kinetic-mtdevicefunc-MTGetThingsForGroupServi-2WOCVKQS3VKC,-
iam-role,global,prod-kinetic-mtdevicefunc-MTListIoTJobExesServiceR-HZ4YJ43Z0I1E,-
iam-role,global,prod-kinetic-mtdevicefunc-MTRemoveThingsFromGroupS-JAT4HD81COJE,-
iam-role,global,prod-kinetic-pipeline-CustomResourceHandlerService-16ZRSXOE8FDA5,-
iam-role,global,prod-kinetic-redshift-CustomResourceHandlerService-7Y9HO2EFQHSQ,-
iam-role,global,prod-kinetic-redshift-RedshiftInitonUpdateFunction-1HZAA2HFZG29V,-
iam-role,global,prod-kinetic-redshift-RedshiftInitScriptHandlerSer-XHR7Y4KYJ9CT,-
iam-role,global,prod-kinetic-redshiftexpo-BucketNotificationsHandl-124N1K02MTQRQ,-
iam-role,global,prod-kinetic-redshiftexpo-CustomResourceHandlerSer-118DZ0ZECQ5RX,-
iam-role,global,prod-kinetic-redshiftexpo-NotificationRedshiftExpo-1F7D3M3G7MEW0,-
iam-role,global,prod-kinetic-redshiftexpo-RedshiftExportRoleF03E54-1K9ZJQ7PJIHP6,-
iam-role,global,prod-kinetic-render-CustomResourceHandlerServiceRo-F0XLIE7WLDW9,-
iam-role,global,prod-kinetic-render-renderServiceRole54DFF9F5-1PRZFG64I8UZ0,-
iam-role,global,prod-kinetic-reports-CustomResourceHandlerServiceR-1ILPLFZ88IQ7O,-
iam-role,global,prod-kinetic-reports-individualFinishServiceRole8C-E6SNOJ86K8SP,-
iam-role,global,prod-kinetic-reports-individualPrintServiceRoleB11-OZ31V8ADC69,-
iam-role,global,prod-kinetic-reports-reportindividualprintsfnRole9-1704OYOMTW5SR,-
iam-role,global,prod-kinetic-retool-CustomDeleteExistingRecordSetC-18LS364ZBE2RY,-
iam-role,global,prod-kinetic-retool-CustomResourceHandlerServiceRo-8KRD0RHVHSGX,-
iam-role,global,prod-kinetic-reyesexport-BucketNotificationsHandle-1QZLBLORECLHK,-
iam-role,global,prod-kinetic-reyesexport-CustomResourceHandlerServ-1QB1XAQZ0ZCGS,-
iam-role,global,prod-kinetic-reyesexport-NotificationReyesExportBu-GWX9WPALOM2C,-
iam-role,global,prod-kinetic-reyesexport-ReyesExportRole934A695C-15AYUU1R1S01I,-
iam-role,global,prod-kinetic-reyesexport-ReyesZipServiceRole01F746-1H6ZX1XLKHUV7,-
iam-role,global,prod-kinetic-rip-reportindividualprintfinishServic-18YZFE3P7K6RL,-
iam-role,global,prod-kinetic-rip-reportindividualprintServiceRole1-C5VFLORZ46L6,-
iam-role,global,prod-kinetic-rip-reportindividualprintsfnRole91502-5GDFI3UEQL6X,-
iam-role,global,prod-kinetic-salesforceIn-BucketNotificationsHandle-R2Qc4M3JjGi7,-
iam-role,global,prod-kinetic-salesforceIn-CustomResourceHandlerServ-kk8oJT07bPhy,-
iam-role,global,prod-kinetic-salesforceIn-SfChangeEventHandlerServi-WKpySpihsnSk,-
iam-role,global,prod-kinetic-salesforceIn-sfdataapiLambdaGETproxySe-LfAvS68zuVV5,-
iam-role,global,prod-kinetic-salesforceIn-SfDataInflowHandlerServic-b3BE5BBmxDbe,-
iam-role,global,prod-kinetic-secrets-CustomResourceHandlerServiceR-DYWT0RJI7S31,-
iam-role,global,prod-kinetic-servicedb-CustomResourceHandlerServic-3YQUZLY6VC0V,-
iam-role,global,prod-kinetic-trpc-CustomResourceHandlerServiceRole-IWGO4DIYBNFA,-
iam-role,global,prod-kinetic-trpc-trpcLambdaGETproxyServiceRole33A-8ZMPIETO1DLX,-
iam-role,global,prod-kinetic-trpc-trpcLambdaPOSTproxyServiceRoleE8-1XFTP5A7UGZJ,-
iam-role,global,prod-kinetic-unworndevice-CustomResourceHandlerSer-1PQZJDGCMY1RD,-
iam-role,global,prod-kinetic-unworndevice-CustomResourceHandlerSer-3Y2L9T9N18AH,-
iam-role,global,prod-kinetic-unworndevice-UnwornDeviceJobServiceRo-11PXIJMPDU8XC,-
iam-role,global,prod-kinetic-usersync-CustomResourceHandlerServiceR-CdOK4yEnUej1,-
iam-role,global,prod-kinetic-usersync-userSyncHandlerServiceRole48C-3ZFfHeFH6Td8,-
iam-role,global,prod-kinetic-vpc-CustomResourceHandlerServiceRole4-1M604DV49REQ6,-
iam-role,global,prod-kinetic-web-CustomResourceHandlerServiceRole4-Y12W6AO81WL1,-
iam-role,global,prod-kinetic-web-CustomS3AutoDeleteObjectsCustomRe-L4ZF6WV2RRVT,-
iam-role,global,prod-sqs-publish-thing-shadow,-
iam-role,global,publish_thing_shadow_sqs,-
iam-role,global,py2d2-batch-role,-
iam-role,global,py2d2-ecs-role,-
iam-role,global,py2d2-forensics-lambda,-
iam-role,global,py2d2-redshift-lambda,-
iam-role,global,Py2D2-Reprocessing-batchcompenvEcsInstanceRole79D0-KIAZSHNJXF2B,-
iam-role,global,Py2D2-Reprocessing-BucketNotificationsHandler050a0-8XCVHBEBWK5X,-
iam-role,global,py2d2-request-lambda,-
iam-role,global,python-glue-etl-lambda-role-prod,-
iam-role,global,python-glue-etl-lambda-role-stage,-
iam-role,global,rds-monitoring-role,-
iam-role,global,rds-proxy-role-1697752903614,-
iam-role,global,rds-proxy-role-1697753823879,-
iam-role,global,rds-proxy-role-1697753888011,-
iam-role,global,rds-s3-export-role,-
iam-role,global,rds-s3-import-role,-
iam-role,global,redshift-s3-upload-role,-
iam-role,global,RedshiftRDSRole,-
iam-role,global,redshiftReadS3,-
iam-role,global,reflex_status_role,-
iam-role,global,reflex_tlm_status_role,-
iam-role,global,refresh-materialized-views-production-us-west-2-lambdaRole,-
iam-role,global,refresh-materialized-views-stage-us-west-2-lambdaRole,-
iam-role,global,refresh-materialized-views-staging-us-west-2-lambdaRole,-
iam-role,global,s3,-
iam-role,global,s3-iot,-
iam-role,global,serverlessrepo-KineticReds-JdbcConnectorConfigRole-1VGHU0LO0MLDJ,-
iam-role,global,signed_s3_patch_urls,-
iam-role,global,SQS-POLL,-
iam-role,global,SSMInstanceProfile,-
iam-role,global,sst-poarsnbzhimh69bl22qxpbeq,-
iam-role,global,SSTBootstrap-CustomS3AutoDeleteObjectsCustomResour-AWHPUHZWI41,-
iam-role,global,SSTBootstrap-CustomS3AutoDeleteObjectsCustomResour-Q3JVAV0Q7B4T,-
iam-role,global,SSTBootstrap-MetadataHandlerServiceRole24408145-18PYRFEHAMF6V,-
iam-role,global,SSTBootstrap-MetadataHandlerServiceRole24408145-CELGPUBQ46TS,-
iam-role,global,SSTConsolePublisher,-
iam-role,global,stage-collect-stack-CustomCDKBucketDeployment8693B-15D1KHSZGHA1L,-
iam-role,global,stage-iot-issue-credentials,-
iam-role,global,stage-kinetic-admin-CustomResourceHandlerServiceRo-7C2BSXROJR13,-
iam-role,global,stage-kinetic-admin-CustomS3AutoDeleteObjectsCusto-1JA9UBWTAA54K,-
iam-role,global,stage-kinetic-aggrcsvsfn-aggrEmployeeDailyActivity-NDR0MCXM9MNO,-
iam-role,global,stage-kinetic-aggrcsvsfn-CustomResourceHandlerServ-1UP9NYOJ8I2OP,-
iam-role,global,stage-kinetic-aggrcsvsfn-getWorkersForActivityCsvS-1FS038M5LOI2Y,-
iam-role,global,stage-kinetic-aggrcsvsfn-setAggrEmployeeDailyActiv-WNMMVBPW2J64,-
iam-role,global,stage-kinetic-artw-CustomResourceHandlerServiceRole-zK1zMVJqoo3s,-
iam-role,global,stage-kinetic-audit-AuditLogStreamEventsRoleC9C94EC-bEoja8JRE2ol,-
iam-role,global,stage-kinetic-audit-AuditRole88E97C2A-coRmWFBXFwEM,-
iam-role,global,stage-kinetic-audit-CustomResourceHandlerServiceRol-bTlmyEgJWbH3,-
iam-role,global,stage-kinetic-auth-CustomResourceHandlerServiceRol-WP452UQ482GF,-
iam-role,global,stage-kinetic-backend-ApiV1ApiCloudWatchRole8DCC85-4RPLIFF1LHE4,-
iam-role,global,stage-kinetic-backend-ApiV1ApiCloudWatchRole8DCC85-7NAOT2392R4I,-
iam-role,global,stage-kinetic-backend-BucketNotificationsHandler05-1A41GFIWHQ0P1,-
iam-role,global,stage-kinetic-backend-CustomResourceHandlerService-1248UQQ824BXC,-
iam-role,global,stage-kinetic-backend-CustomS3AutoDeleteObjectsCus-9Q1H1L3TUL41,-
iam-role,global,stage-kinetic-backend-FunctionServiceRole675BB04A-1QXWBPX1SRHG3,-
iam-role,global,stage-kinetic-backend-NotificationNotifyemailServi-1T846VDVXHUHK,-
iam-role,global,stage-kinetic-cron-aggrEmployeeDailyActivityCsvJoba-kIVOyHssPdjF,-
iam-role,global,stage-kinetic-cron-aggrEmployeeWwtJobaggrEmployeeWw-iNHnbBuKIylA,-
iam-role,global,stage-kinetic-cron-aggrLocation0wwtJobaggrLocation0-XlSaJFNSryuB,-
iam-role,global,stage-kinetic-cron-aggrLocationWwtJobaggrLocationWw-g4lQQnixvWhg,-
iam-role,global,stage-kinetic-cron-aggrWorkerLastActiveJobaggrWorke-voXpim9RjZQO,-
iam-role,global,stage-kinetic-cron-cleanupGoalTableJobcleanupGoalTa-3zRAXUdke4Rr,-
iam-role,global,stage-kinetic-cron-CustomResourceHandlerServiceRol-I34FO4DQGC3Y,-
iam-role,global,stage-kinetic-cron-firmwareUpgradeCronJobfirmwareUp-u2rykBkkUxrV,-
iam-role,global,stage-kinetic-cron-iotSyncCronJobiotSyncCronService-SA3LpZb0Zb7c,-
iam-role,global,stage-kinetic-cron-wornDevicesRankingJobwornDevices-y2g4MxjRybxN,-
iam-role,global,stage-kinetic-data-CustomResourceHandlerServiceRol-GJUECK41WJ5K,-
iam-role,global,stage-kinetic-data-dataapiapiLambdaPOSTproxyServic-GK8L6L13YAZB,-
iam-role,global,stage-kinetic-data-dataapiMetricsActivityLoadSfnTr-C43LI5U9ESJ5,-
iam-role,global,stage-kinetic-data-MetricsActivityLoadFn2ServiceRol-Wv11y4ePHIJi,-
iam-role,global,stage-kinetic-data-MetricsActivityLoadFnServiceRol-TUMB8MELQH20,-
iam-role,global,stage-kinetic-data-MetricsActivityLoadStateMachine-15MUYF68BS4GM,-
iam-role,global,stage-kinetic-database-CustomResourceHandlerServic-1EWSUXHZWI266,-
iam-role,global,stage-kinetic-database-migrationScriptHandlerServi-1XQVBIAUB37CS,-
iam-role,global,stage-kinetic-database-migratorServiceRoleEAEA65FC-GABWVT5W2EPS,-
iam-role,global,stage-kinetic-DNS-CustomResourceHandlerServiceRole-384YN4TRPP8T,-
iam-role,global,stage-kinetic-dns-CustomResourceHandlerServiceRole4-Tpo6RLgB52Tc,-
iam-role,global,stage-kinetic-docusigncon-CustomResourceHandlerServ-AG7dYcTqLSrS,-
iam-role,global,stage-kinetic-docusigncon-docuconnectLambdaPOSTprox-RjBWyXn3bQuC,-
iam-role,global,stage-kinetic-export-concatFilesFnServiceRole1DD4A-175H2NCGJ1X99,-
iam-role,global,stage-kinetic-export-CustomResourceHandlerServiceR-1HG3VHBLOES9U,-
iam-role,global,stage-kinetic-export-ExportEmployeeActivityFnServi-19GEY707DVI9J,-
iam-role,global,stage-kinetic-export-ExportEmployeeActivityStateMa-13VYT8NPE2N3C,-
iam-role,global,stage-kinetic-export-ExportEmployeeDailyActivityFn-1R03WJ9WRDII7,-
iam-role,global,stage-kinetic-export-ExportEmployeeDailyActivitySt-1MOBWDMP0EGX7,-
iam-role,global,stage-kinetic-glueconnect-CustomResourceHandlerSer-IHL716MVUQBF,-
iam-role,global,stage-kinetic-iot-CredentialsFunctionServiceRoleB4-1FIQVSS2RQUOZ,-
iam-role,global,stage-kinetic-iot-CustomResourceHandlerServiceRole-390DQV51PI08,-
iam-role,global,stage-kinetic-locationapi-CustomResourceHandlerSer-B9ALMWTADS83,-
iam-role,global,stage-kinetic-locationapi-LambdaGETlocationfirmwar-63L4PUET0450,-
iam-role,global,stage-kinetic-locationapi-LambdaPOSTlocationfirmwa-D7HKIJ5OCBFF,-
iam-role,global,stage-kinetic-monitor-CustomResourceHandlerService-W4620UGTY7L9,-
iam-role,global,stage-kinetic-mtdevicefun-CustomResourceHandlerSer-2W1TGSOPR7NC,-
iam-role,global,stage-kinetic-mtdevicefun-MTAddTargetsToJobService-HTC5QU6Y2PJR,-
iam-role,global,stage-kinetic-mtdevicefun-MTAddThingsToGroupServic-MB1KD2K7YUX1,-
iam-role,global,stage-kinetic-mtdevicefun-MTAddToFWUpgradeServiceR-1J2J5I0R58JY5,-
iam-role,global,stage-kinetic-mtdevicefun-MTCancelUpgradeJobServic-QBZ9Y39MS65Y,-
iam-role,global,stage-kinetic-mtdevicefun-MTCreateFWUpgradeService-U6V8VENA7KWB,-
iam-role,global,stage-kinetic-mtdevicefun-MTCreateIoTJobServiceRol-1S4BZOM5PNNIT,-
iam-role,global,stage-kinetic-mtdevicefun-MTCreateThingGroupServic-6GT7B1V5SG1M,-
iam-role,global,stage-kinetic-mtdevicefun-MTGetBinReportForLocatio-1U4LP9TGRS686,-
iam-role,global,stage-kinetic-mtdevicefun-MTGetIotJobInfoServiceRo-P5IE81BQIKH2,-
iam-role,global,stage-kinetic-mtdevicefun-MTGetIoTJobsServiceRoleA-1X4K51330K74M,-
iam-role,global,stage-kinetic-mtdevicefun-MTGetLocationsAndBinnedF-D2T0N6UGCEE,-
iam-role,global,stage-kinetic-mtdevicefun-MTGetThingGroupsServiceR-19I90FA98RCGJ,-
iam-role,global,stage-kinetic-mtdevicefun-MTGetThingsForGroupServi-DAJ08CCJUOK3,-
iam-role,global,stage-kinetic-mtdevicefun-MTListIoTJobExesServiceR-1FCNAUMWM9NS1,-
iam-role,global,stage-kinetic-mtdevicefun-MTRemoveThingsFromGroupS-SV1F713A7DSH,-
iam-role,global,stage-kinetic-pipeline-CustomResourceHandlerServic-DUVIJMC7DK1V,-
iam-role,global,stage-kinetic-redshift-CustomResourceHandlerServic-81W28N2KSAER,-
iam-role,global,stage-kinetic-redshift-RedshiftInitonUpdateFunctio-1IAHR8H94OHWX,-
iam-role,global,stage-kinetic-redshift-RedshiftInitScriptHandlerSe-B95QPYJBVA2Z,-
iam-role,global,stage-kinetic-redshiftexp-BucketNotificationsHandl-1SZS0QLHV9KKD,-
iam-role,global,stage-kinetic-redshiftexp-CustomResourceHandlerSer-4K21SZLG6KXF,-
iam-role,global,stage-kinetic-redshiftexp-NotificationRedshiftExpo-1PID189FWFHTN,-
iam-role,global,stage-kinetic-redshiftexp-RedshiftExportRoleF03E54-1IOOGHYLLIL57,-
iam-role,global,stage-kinetic-render-CustomResourceHandlerServiceR-1JT5E3E2B7QW3,-
iam-role,global,stage-kinetic-render-renderServiceRole54DFF9F5-WEITK3VBIF3J,-
iam-role,global,stage-kinetic-reports-CustomResourceHandlerService-UA0YARXBWMZL,-
iam-role,global,stage-kinetic-reports-individualFinishServiceRole8-G7O9UAHX4ZZZ,-
iam-role,global,stage-kinetic-reports-individualPrintServiceRoleB1-10AP9OAVOH0HQ,-
iam-role,global,stage-kinetic-reports-reportindividualprintsfnRole-K2OYH3HJRI2P,-
iam-role,global,stage-kinetic-retool-CustomResourceHandlerServiceR-1HLXQ1AG1ML47,-
iam-role,global,stage-kinetic-reyesexport-BucketNotificationsHandl-UOZJVD3N6A90,-
iam-role,global,stage-kinetic-reyesexport-CustomResourceHandlerSer-F8HX5J1X7VEG,-
iam-role,global,stage-kinetic-reyesexport-NotificationReyesExportB-1CBDK9IWOU3EL,-
iam-role,global,stage-kinetic-reyesexport-ReyesExportRole934A695C-AZT9GZBLN1EK,-
iam-role,global,stage-kinetic-reyesexport-ReyesZipServiceRole01F74-ICM6UY9VT377,-
iam-role,global,stage-kinetic-salesforceI-CustomResourceHandlerServ-lOivTNFJXaG9,-
iam-role,global,stage-kinetic-salesforceI-sfdataapiLambdaGETproxySe-ql24MAJKwdmt,-
iam-role,global,stage-kinetic-secrets-CustomResourceHandlerService-10EVHJCDD2EFR,-
iam-role,global,stage-kinetic-servicedb-CustomResourceHandlerServi-1B28UPU7EOP6Q,-
iam-role,global,stage-kinetic-trpc-CustomResourceHandlerServiceRol-UL1B32SFZ64J,-
iam-role,global,stage-kinetic-trpc-trpcLambdaGETproxyServiceRole33-8QIWHKPF2X0C,-
iam-role,global,stage-kinetic-trpc-trpcLambdaPOSTproxyServiceRoleE-1HKXD04G87EJ1,-
iam-role,global,stage-kinetic-unworndevic-CustomResourceHandlerSer-1PJ6ZHBJP1LX4,-
iam-role,global,stage-kinetic-unworndevic-CustomResourceHandlerSer-PG753S7KGYOE,-
iam-role,global,stage-kinetic-unworndevic-UnwornDeviceJobServiceRo-1DWQ9C6L433GX,-
iam-role,global,stage-kinetic-vpc-CustomResourceHandlerServiceRole-3BOH5DS04KZW,-
iam-role,global,stage-kinetic-web-CustomResourceHandlerServiceRole-16B21G0IJ8S62,-
iam-role,global,stage-kinetic-web-CustomS3AutoDeleteObjectsCustomR-G57E8I71TBAG,-
iam-role,global,stage-sqs-publish-thing-shadow,-
iam-role,global,swe-lambda,-
iam-role,global,telemetry-iot-firehose,-
iam-role,global,terraform-kinesis-firehose-es-firehose-role,-
iam-role,global,terraform-kinesis-firehose-es-gateway-execution-role,-
iam-role,global,test_node_version-role-0itjh9gm,-
iam-role,global,thing-shadow-updates-prod,-
iam-role,global,thing-shadow-updates-stage,-
iam-role,global,tkt_lambda_iam,-
iam-role,global,tmp-log,-
iam-role,global,update-location-timezone-production-us-west-2-lambdaRole,-
iam-role,global,update-location-timezone-staging-us-west-2-lambdaRole,-
iam-role,global,us-eks-fargate,-
iam-role,global,us-firehose,-
iam-role,global,us-main20200228161857992300000001,-
iam-role,global,us-main20200228162909771400000007,-
iam-role,global,vpn,-
iam-role,global,web-readme-kinetic-admin-adminCertificateCertificat-dl1PX2Zb6wu0,-
iam-role,global,web-readme-kinetic-admin-adminS3HandlerServiceRole9-NVMDJX5QoexU,-
iam-role,global,web-readme-kinetic-admin-adminS3UploaderServiceRole-YmwkIqYVb1AB,-
iam-role,global,web-readme-kinetic-admin-CustomResourceHandlerServi-WK5xoZQtV71b,-
iam-role,global,web-readme-kinetic-admin-CustomS3AutoDeleteObjectsC-9smVXBnPWu5g,-
iam-role,global,web-readme-kinetic-aggrcs-aggrEmployeeDailyActivity-JqOa1afYKOb7,-
iam-role,global,web-readme-kinetic-aggrcs-CustomResourceHandlerServ-7dtgcFevjgQO,-
iam-role,global,web-readme-kinetic-aggrcs-getWorkersForActivityCsvS-fv30LhUyG9QW,-
iam-role,global,web-readme-kinetic-aggrcs-setAggrEmployeeDailyActiv-mBvF9iEPzApf,-
iam-role,global,web-readme-kinetic-auth-CustomResourceHandlerServic-U9m9PznIgI1A,-
iam-role,global,web-readme-kinetic-backen-ApiV1ApiCloudWatchRole8DC-mZ9KloASBz6F,-
iam-role,global,web-readme-kinetic-backen-BucketNotificationsHandle-WXjI6X9zNhFu,-
iam-role,global,web-readme-kinetic-backen-CustomResourceHandlerServ-nUHkqNQN9aF3,-
iam-role,global,web-readme-kinetic-backen-CustomS3AutoDeleteObjects-41hxWcPpLfMm,-
iam-role,global,web-readme-kinetic-backen-FunctionServiceRole675BB0-TCiVNx9Hux0R,-
iam-role,global,web-readme-kinetic-backen-NotificationNotifyemailSe-PR5jO2IDyvGv,-
iam-role,global,web-readme-kinetic-cron-aggrEmployeeDailyActivityCs-sl5fqhUiaYw7,-
iam-role,global,web-readme-kinetic-cron-aggrEmployeeWwtJobServiceRo-8nIK4S2Bp3pe,-
iam-role,global,web-readme-kinetic-cron-aggrLocation0wwtJobServiceR-6cWSyonmzIfN,-
iam-role,global,web-readme-kinetic-cron-aggrLocationWwtJobServiceRo-33UZ62cSZOVw,-
iam-role,global,web-readme-kinetic-cron-aggrWorkerLastActiveJobServ-8Q6Sk4C7yZJU,-
iam-role,global,web-readme-kinetic-cron-cleanupGoalTableJobServiceR-B4UQnR3Skq1r,-
iam-role,global,web-readme-kinetic-cron-CustomResourceHandlerServic-fnrqsyl3ct0m,-
iam-role,global,web-readme-kinetic-cron-firmwareUpgradeCronJobServi-wB1wPbwJ6O3G,-
iam-role,global,web-readme-kinetic-cron-iotSyncCronJobServiceRoleA9-LAwRg5pmoopG,-
iam-role,global,web-readme-kinetic-cron-wornDevicesRankingJobServic-PlOW8nh46h78,-
iam-role,global,web-readme-kinetic-data-CustomResourceHandlerServic-V7ZNAx3Kf7Op,-
iam-role,global,web-readme-kinetic-data-dataapiapiLambdaPOSTproxySe-TFudeVaOHier,-
iam-role,global,web-readme-kinetic-data-dataapiMetricsActivityLoadS-cMh00Wtfom7f,-
iam-role,global,web-readme-kinetic-data-MetricsActivityLoadFnServic-OJUqDyLzJADm,-
iam-role,global,web-readme-kinetic-data-MetricsActivityLoadStateMac-6hI2AirMGe9B,-
iam-role,global,web-readme-kinetic-databa-CustomResourceHandlerServ-zcehqLOFwLxi,-
iam-role,global,web-readme-kinetic-databa-migrationScriptHandlerSer-XYXbh6Do1YBn,-
iam-role,global,web-readme-kinetic-databa-migratorServiceRoleEAEA65-o9P89drNnL2R,-
iam-role,global,web-readme-kinetic-DNS-CustomResourceHandlerService-XGwCSanlpxJi,-
iam-role,global,web-readme-kinetic-export-concatFilesFnServiceRole1-gmT36apRhPPm,-
